filename,latitude,longitude,geometry,esa_code_mode,label,label_flag,label_confidence,valid_pixels_in_patch,counts,label_id
28.6678_77.4409.png,28.6678,77.4409,POINT (77.4409 28.6678),20,Shrubland,confident,0.55316162109375,16384,"{10: 2614, 20: 9063, 30: 185, 40: 4101, 50: 400, 60: 21}",5
28.8943_77.1322.png,28.8943,77.1322,POINT (77.1322 28.8943),40,Cropland,confident,0.53125,16384,"{10: 2160, 20: 489, 30: 828, 40: 8704, 50: 4057, 60: 146}",2
28.8090_77.4145.png,28.809,77.4145,POINT (77.4145 28.809),50,Built-up,confident,0.86431884765625,16384,"{10: 660, 20: 100, 30: 690, 40: 560, 50: 14161, 60: 213}",1
28.8943_77.1943.png,28.8943,77.1943,POINT (77.1943 28.8943),40,Cropland,confident,0.6212158203125,16384,"{10: 443, 20: 112, 30: 406, 40: 10178, 50: 5172, 60: 55, 80: 18}",2
28.9090_77.2910.png,28.909,77.291,POINT (77.291 28.909),40,Cropland,confident,0.73419189453125,16384,"{10: 1232, 20: 254, 30: 484, 40: 12029, 50: 2350, 60: 33, 80: 2}",2
28.3057_77.0557.png,28.3057,77.0557,POINT (77.0557 28.3057),40,Cropland,confident,0.73187255859375,16384,"{10: 1388, 20: 10, 30: 1313, 40: 11991, 50: 1539, 60: 143}",2
28.2266_77.1146.png,28.2266,77.1146,POINT (77.1146 28.2266),40,Cropland,confident,0.9725341796875,16384,"{10: 226, 30: 93, 40: 15934, 50: 131}",2
28.6557_77.5944.png,28.6557,77.5944,POINT (77.5944 28.6557),40,Cropland,confident,0.957763671875,16384,"{10: 184, 30: 48, 40: 15692, 50: 340, 80: 120}",2
28.5766_77.2734.png,28.5766,77.2734,POINT (77.2734 28.5766),10,Tree_cover,mixed,0.48016357421875,16384,"{10: 7867, 20: 137, 30: 840, 40: 1984, 50: 5084, 60: 272, 80: 199, 90: 1}",6
28.8556_76.9409.png,28.8556,76.9409,POINT (76.9409 28.8556),40,Cropland,confident,0.966552734375,16384,"{10: 410, 20: 105, 30: 30, 40: 15836, 60: 1, 80: 2}",2
28.7442_77.3558.png,28.7442,77.3558,POINT (77.3558 28.7442),50,Built-up,confident,0.77197265625,16384,"{10: 1401, 20: 739, 30: 771, 40: 357, 50: 12648, 60: 464, 80: 4}",1
28.8767_77.1146.png,28.8767,77.1146,POINT (77.1146 28.8767),40,Cropland,confident,0.97735595703125,16384,"{10: 101, 20: 65, 30: 102, 40: 16013, 50: 103}",2
28.2442_77.2943.png,28.2442,77.2943,POINT (77.2943 28.2442),40,Cropland,confident,0.80670166015625,16384,"{10: 293, 20: 1, 30: 416, 40: 13217, 50: 2160, 60: 257, 80: 40}",2
28.3679_77.2322.png,28.3679,77.2322,POINT (77.2322 28.3679),50,Built-up,confident,0.67974853515625,16384,"{10: 2364, 20: 21, 30: 1544, 40: 476, 50: 11137, 60: 842}",1
28.6557_76.9057.png,28.6557,76.9057,POINT (76.9057 28.6557),40,Cropland,confident,0.9464111328125,16384,"{10: 495, 20: 13, 30: 316, 40: 15506, 60: 37, 80: 17}",2
28.6091_77.2444.png,28.6091,77.2444,POINT (77.2444 28.6091),10,Tree_cover,confident,0.67626953125,16384,"{10: 11080, 30: 204, 40: 12, 50: 4968, 60: 38, 80: 82}",6
28.3855_77.4321.png,28.3855,77.4321,POINT (77.4321 28.3855),40,Cropland,confident,0.60113525390625,16384,"{10: 2718, 20: 15, 30: 3802, 40: 9849}",2
28.8178_76.9145.png,28.8178,76.9145,POINT (76.9145 28.8178),40,Cropland,confident,0.9351806640625,16384,"{10: 150, 20: 22, 30: 466, 40: 15322, 60: 424}",2
28.5942_77.2943.png,28.5942,77.2943,POINT (77.2943 28.5942),50,Built-up,confident,0.5452880859375,16384,"{10: 6020, 20: 4, 30: 708, 40: 663, 50: 8934, 60: 55}",1
28.9266_77.5410.png,28.9266,77.541,POINT (77.541 28.9266),40,Cropland,confident,0.89501953125,16384,"{10: 442, 20: 115, 30: 362, 40: 14664, 50: 800, 60: 1}",2
28.3057_77.6058.png,28.3057,77.6058,POINT (77.6058 28.3057),40,Cropland,confident,0.8646240234375,16384,"{10: 984, 20: 4, 30: 1107, 40: 14166, 50: 99, 60: 24}",2
28.8266_77.4233.png,28.8266,77.4233,POINT (77.4233 28.8266),50,Built-up,mixed,0.42266845703125,16384,"{10: 527, 20: 818, 30: 3343, 40: 3699, 50: 6925, 60: 1072}",1
28.4556_77.5821.png,28.4556,77.5821,POINT (77.5821 28.4556),40,Cropland,confident,0.8544921875,16384,"{10: 933, 20: 9, 30: 511, 40: 14000, 50: 811, 60: 106, 80: 14}",2
28.7679_77.5557.png,28.7679,77.5557,POINT (77.5557 28.7679),40,Cropland,confident,0.830810546875,16384,"{10: 438, 20: 49, 30: 925, 40: 13612, 50: 503, 60: 857}",2
28.9766_77.3321.png,28.9766,77.3321,POINT (77.3321 28.9766),40,Cropland,confident,0.62896728515625,16384,"{10: 623, 20: 752, 30: 895, 40: 10305, 50: 3428, 60: 94, 80: 287}",2
28.8178_77.4910.png,28.8178,77.491,POINT (77.491 28.8178),50,Built-up,mixed,0.4468994140625,16384,"{10: 1081, 20: 1081, 30: 617, 40: 6262, 50: 7322, 60: 21}",1
28.3767_76.9822.png,28.3767,76.9822,POINT (76.9822 28.3767),40,Cropland,confident,0.8857421875,16384,"{10: 1607, 20: 3, 30: 231, 40: 14512, 60: 25, 80: 6}",2
28.7266_77.4646.png,28.7266,77.4646,POINT (77.4646 28.7266),20,Shrubland,confident,0.84405517578125,16384,"{10: 1840, 20: 13829, 30: 207, 40: 508}",5
28.2855_77.3409.png,28.2855,77.3409,POINT (77.3409 28.2855),50,Built-up,mixed,0.3912353515625,16384,"{10: 1202, 20: 6, 30: 2719, 40: 5375, 50: 6410, 60: 670, 80: 2}",1
28.5942_77.2146.png,28.5942,77.2146,POINT (77.2146 28.5942),10,Tree_cover,mixed,0.4442138671875,16384,"{10: 7278, 30: 129, 40: 1601, 50: 4793, 60: 141, 80: 2431, 90: 11}",6
28.2178_77.4443.png,28.2178,77.4443,POINT (77.4443 28.2178),40,Cropland,confident,0.71990966796875,16384,"{10: 841, 30: 994, 40: 11795, 50: 2323, 60: 431}",2
28.5678_77.2646.png,28.5678,77.2646,POINT (77.2646 28.5678),80,Water,mixed,0.371826171875,16384,"{10: 1644, 20: 244, 30: 2709, 40: 5387, 50: 18, 60: 290, 80: 6092}",7
28.7056_77.5443.png,28.7056,77.5443,POINT (77.5443 28.7056),20,Shrubland,confident,0.84283447265625,16384,"{10: 2349, 20: 13809, 30: 52, 40: 174}",5
28.3266_77.6443.png,28.3266,77.6443,POINT (77.6443 28.3266),40,Cropland,confident,0.97259521484375,16384,"{10: 171, 30: 147, 40: 15935, 50: 131}",2
28.3442_77.0557.png,28.3442,77.0557,POINT (77.0557 28.3442),40,Cropland,confident,0.811767578125,16384,"{10: 676, 20: 15, 30: 1415, 40: 13300, 50: 624, 60: 322, 80: 32}",2
28.7090_76.9646.png,28.709,76.9646,POINT (76.9646 28.709),40,Cropland,mixed,0.392578125,16384,"{10: 2226, 20: 302, 30: 2248, 40: 6432, 50: 5009, 60: 164, 80: 3}",2
28.4090_77.5410.png,28.409,77.541,POINT (77.541 28.409),40,Cropland,confident,0.868896484375,16384,"{10: 76, 20: 11, 30: 1333, 40: 14236, 50: 727, 60: 1}",2
28.8442_76.9944.png,28.8442,76.9944,POINT (76.9944 28.8442),40,Cropland,confident,0.933349609375,16384,"{10: 392, 20: 20, 30: 45, 40: 15292, 50: 635}",2
28.2266_77.3943.png,28.2266,77.3943,POINT (77.3943 28.2266),40,Cropland,confident,0.9686279296875,16384,"{10: 6, 30: 89, 40: 15870, 60: 353, 80: 66}",2
28.6678_77.4233.png,28.6678,77.4233,POINT (77.4233 28.6678),20,Shrubland,confident,0.519775390625,16384,"{10: 3733, 20: 8516, 30: 1175, 40: 2028, 50: 796, 60: 136}",5
28.9090_76.9233.png,28.909,76.9233,POINT (76.9233 28.909),40,Cropland,confident,0.8046875,16384,"{10: 1760, 20: 279, 30: 164, 40: 13184, 50: 587, 60: 355, 80: 55}",2
28.9678_77.0234.png,28.9678,77.0234,POINT (77.0234 28.9678),40,Cropland,confident,0.86932373046875,16384,"{10: 1212, 20: 274, 30: 251, 40: 14243, 50: 324, 60: 80}",2
28.4057_77.1322.png,28.4057,77.1322,POINT (77.1322 28.4057),40,Cropland,confident,0.70379638671875,16384,"{10: 365, 20: 4, 30: 2681, 40: 11531, 50: 1013, 60: 790}",2
28.2442_77.3409.png,28.2442,77.3409,POINT (77.3409 28.2442),40,Cropland,confident,0.755859375,16384,"{10: 368, 20: 1, 30: 728, 40: 12384, 50: 2888, 60: 15}",2
28.8266_77.5234.png,28.8266,77.5234,POINT (77.5234 28.8266),10,Tree_cover,confident,0.57611083984375,16384,"{10: 9439, 20: 5299, 30: 674, 40: 753, 50: 199, 60: 20}",6
28.2943_77.0909.png,28.2943,77.0909,POINT (77.0909 28.2943),40,Cropland,confident,0.9244384765625,16384,"{10: 1238, 40: 15146}",2
28.8679_77.0058.png,28.8679,77.0058,POINT (77.0058 28.8679),40,Cropland,confident,0.84521484375,16384,"{10: 989, 20: 64, 30: 353, 40: 13848, 50: 1037, 60: 93}",2
28.7178_77.1443.png,28.7178,77.1443,POINT (77.1443 28.7178),50,Built-up,confident,0.78704833984375,16384,"{10: 3166, 30: 145, 40: 161, 50: 12895, 60: 16, 80: 1}",1
28.5091_76.9734.png,28.5091,76.9734,POINT (76.9734 28.5091),40,Cropland,confident,0.93157958984375,16384,"{10: 130, 20: 15, 30: 387, 40: 15263, 50: 586, 60: 3}",2
28.8266_77.3321.png,28.8266,77.3321,POINT (77.3321 28.8266),50,Built-up,confident,0.65740966796875,16384,"{10: 843, 20: 371, 30: 1651, 40: 974, 50: 10771, 60: 1774}",1
28.2679_77.6058.png,28.2679,77.6058,POINT (77.6058 28.2679),40,Cropland,confident,0.96514892578125,16384,"{10: 571, 40: 15813}",2
28.5590_77.3409.png,28.559,77.3409,POINT (77.3409 28.559),50,Built-up,confident,0.89166259765625,16384,"{10: 1416, 30: 64, 40: 11, 50: 14609, 60: 284}",1
28.2354_77.4321.png,28.2354,77.4321,POINT (77.4321 28.2354),40,Cropland,confident,0.63836669921875,16384,"{10: 744, 20: 1, 30: 1968, 40: 10459, 50: 3127, 60: 38, 80: 47}",2
28.9057_77.3822.png,28.9057,77.3822,POINT (77.3822 28.9057),40,Cropland,confident,0.81103515625,16384,"{10: 819, 20: 1011, 30: 540, 40: 13288, 50: 708, 60: 18}",2
28.7943_77.2410.png,28.7943,77.241,POINT (77.241 28.7943),50,Built-up,confident,0.9805908203125,16384,"{10: 149, 30: 26, 40: 3, 50: 16066, 60: 140}",1
28.3556_77.1058.png,28.3556,77.1058,POINT (77.1058 28.3556),40,Cropland,mixed,0.45098876953125,16384,"{10: 755, 20: 25, 30: 2577, 40: 7389, 50: 5439, 60: 199}",2
28.8178_77.3822.png,28.8178,77.3822,POINT (77.3822 28.8178),50,Built-up,confident,0.8992919921875,16384,"{10: 1124, 20: 23, 30: 113, 40: 139, 50: 14734, 60: 251}",1
28.8266_76.8646.png,28.8266,76.8646,POINT (76.8646 28.8266),50,Built-up,confident,0.9063720703125,16384,"{10: 1126, 30: 238, 40: 115, 50: 14850, 60: 55}",1
28.3767_77.5058.png,28.3767,77.5058,POINT (77.5058 28.3767),40,Cropland,confident,0.676513671875,16384,"{10: 1003, 20: 10, 30: 720, 40: 11084, 50: 1305, 60: 277, 80: 1985}",2
28.2855_77.3734.png,28.2855,77.3734,POINT (77.3734 28.2855),40,Cropland,mixed,0.44403076171875,16384,"{10: 2141, 20: 21, 30: 431, 40: 7275, 50: 6499, 60: 17}",2
28.2557_77.0645.png,28.2557,77.0645,POINT (77.0645 28.2557),40,Cropland,confident,0.85015869140625,16384,"{10: 1571, 20: 8, 30: 689, 40: 13929, 50: 14, 60: 173}",2
28.7178_77.2943.png,28.7178,77.2943,POINT (77.2943 28.7178),50,Built-up,mixed,0.38372802734375,16384,"{10: 2955, 20: 1658, 30: 1916, 40: 3034, 50: 6287, 60: 532, 80: 2}",1
28.9090_77.4443.png,28.909,77.4443,POINT (77.4443 28.909),40,Cropland,mixed,0.43463134765625,16384,"{10: 775, 20: 651, 30: 2070, 40: 7121, 50: 5360, 60: 404, 80: 3}",2
28.3590_77.6443.png,28.359,77.6443,POINT (77.6443 28.359),40,Cropland,confident,0.9649658203125,16384,"{10: 302, 30: 109, 40: 15810, 50: 162, 60: 1}",2
28.5854_77.4734.png,28.5854,77.4734,POINT (77.4734 28.5854),50,Built-up,confident,0.62518310546875,16384,"{10: 564, 20: 70, 30: 2632, 40: 1940, 50: 10243, 60: 917, 80: 18}",1
28.3090_77.5410.png,28.309,77.541,POINT (77.541 28.309),40,Cropland,mixed,0.31390380859375,16384,"{10: 2271, 20: 47, 30: 4530, 40: 5143, 50: 3979, 60: 412, 80: 2}",2
28.9942_76.8734.png,28.9942,76.8734,POINT (76.8734 28.9942),40,Cropland,confident,0.9564208984375,16384,"{10: 53, 20: 386, 30: 275, 40: 15670}",2
28.7855_77.4558.png,28.7855,77.4558,POINT (77.4558 28.7855),50,Built-up,confident,0.57049560546875,16384,"{10: 1078, 20: 300, 30: 2197, 40: 2431, 50: 9347, 60: 1026, 80: 5}",1
28.4354_77.3734.png,28.4354,77.3734,POINT (77.3734 28.4354),40,Cropland,confident,0.59442138671875,16384,"{10: 228, 30: 2396, 40: 9739, 50: 1086, 60: 127, 80: 2808}",2
28.5091_77.6234.png,28.5091,77.6234,POINT (77.6234 28.5091),40,Cropland,confident,0.85107421875,16384,"{10: 80, 20: 9, 30: 1577, 40: 13944, 50: 48, 60: 701, 80: 25}",2
28.6766_77.3646.png,28.6766,77.3646,POINT (77.3646 28.6766),10,Tree_cover,confident,0.71417236328125,16384,"{10: 11701, 20: 10, 30: 335, 40: 1681, 50: 2559, 60: 98}",6
28.8090_77.4057.png,28.809,77.4057,POINT (77.4057 28.809),50,Built-up,confident,0.79644775390625,16384,"{10: 1809, 20: 50, 30: 859, 40: 475, 50: 13049, 60: 142}",1
28.5057_77.1146.png,28.5057,77.1146,POINT (77.1146 28.5057),40,Cropland,confident,0.81414794921875,16384,"{10: 311, 20: 78, 30: 2108, 40: 13339, 50: 436, 60: 112}",2
28.9678_76.8646.png,28.9678,76.8646,POINT (76.8646 28.9678),40,Cropland,confident,0.99725341796875,16384,"{10: 35, 20: 8, 30: 2, 40: 16339}",2
28.7266_77.3444.png,28.7266,77.3444,POINT (77.3444 28.7266),10,Tree_cover,mixed,0.43939208984375,16384,"{10: 7199, 20: 3017, 30: 2092, 40: 2923, 50: 1049, 60: 104}",6
28.9266_77.1146.png,28.9266,77.1146,POINT (77.1146 28.9266),40,Cropland,confident,0.68170166015625,16384,"{10: 549, 20: 900, 30: 1034, 40: 11169, 50: 106, 60: 2566, 80: 60}",2
28.8442_76.9646.png,28.8442,76.9646,POINT (76.9646 28.8442),40,Cropland,confident,0.923583984375,16384,"{10: 912, 20: 75, 30: 82, 40: 15132, 50: 183}",2
28.3090_77.6146.png,28.309,77.6146,POINT (77.6146 28.309),40,Cropland,confident,0.88995361328125,16384,"{10: 1103, 20: 3, 30: 697, 40: 14581}",2
28.4266_77.0944.png,28.4266,77.0944,POINT (77.0944 28.4266),40,Cropland,confident,0.78338623046875,16384,"{10: 484, 20: 4, 30: 985, 40: 12835, 50: 1966, 60: 110}",2
28.5766_77.3822.png,28.5766,77.3822,POINT (77.3822 28.5766),10,Tree_cover,mixed,0.3514404296875,16384,"{10: 5758, 20: 1518, 30: 1245, 40: 3835, 50: 3989, 60: 39}",6
28.7090_77.4145.png,28.709,77.4145,POINT (77.4145 28.709),50,Built-up,confident,0.5113525390625,16384,"{10: 4176, 20: 439, 30: 922, 40: 1970, 50: 8378, 60: 479, 80: 20}",1
28.8855_76.9443.png,28.8855,76.9443,POINT (76.9443 28.8855),40,Cropland,confident,0.8841552734375,16384,"{10: 692, 20: 112, 30: 519, 40: 14486, 50: 394, 60: 181}",2
28.5179_77.0234.png,28.5179,77.0234,POINT (77.0234 28.5179),40,Cropland,confident,0.735107421875,16384,"{10: 4204, 20: 1, 30: 71, 40: 12044, 50: 61, 60: 3}",2
28.5355_77.3057.png,28.5355,77.3057,POINT (77.3057 28.5355),10,Tree_cover,mixed,0.3232421875,16384,"{10: 5296, 20: 29, 30: 619, 40: 1509, 50: 3563, 60: 671, 80: 3771, 90: 926}",6
28.5766_77.2444.png,28.5766,77.2444,POINT (77.2444 28.5766),40,Cropland,mixed,0.44281005859375,16384,"{10: 3471, 20: 432, 30: 2020, 40: 7255, 50: 3091, 60: 115}",2
28.4678_76.9321.png,28.4678,76.9321,POINT (76.9321 28.4678),40,Cropland,confident,0.88031005859375,16384,"{10: 1453, 20: 1, 30: 47, 40: 14423, 50: 455, 60: 5}",2
28.9556_77.5557.png,28.9556,77.5557,POINT (77.5557 28.9556),40,Cropland,confident,0.92181396484375,16384,"{10: 266, 20: 12, 30: 241, 40: 15103, 50: 750, 60: 12}",2
28.6590_77.6146.png,28.659,77.6146,POINT (77.6146 28.659),40,Cropland,confident,0.93359375,16384,"{10: 109, 20: 3, 30: 386, 40: 15296, 50: 177, 60: 411, 80: 2}",2
28.8679_76.9233.png,28.8679,76.9233,POINT (76.9233 28.8679),40,Cropland,confident,0.53167724609375,16384,"{10: 3789, 20: 398, 30: 410, 40: 8711, 50: 1847, 60: 1211, 80: 18}",2
28.3679_77.4558.png,28.3679,77.4558,POINT (77.4558 28.3679),40,Cropland,confident,0.69873046875,16384,"{10: 277, 20: 25, 30: 3893, 40: 11448, 50: 141, 60: 6, 80: 594}",2
28.8855_77.4734.png,28.8855,77.4734,POINT (77.4734 28.8855),40,Cropland,mixed,0.47235107421875,16384,"{10: 677, 20: 285, 30: 1059, 40: 7739, 50: 6446, 60: 178}",2
28.2442_76.9910.png,28.2442,76.991,POINT (76.991 28.2442),40,Cropland,confident,0.71240234375,16384,"{10: 1529, 20: 1, 30: 279, 40: 11672, 50: 2887, 60: 16}",2
28.5443_77.3145.png,28.5443,77.3145,POINT (77.3145 28.5443),50,Built-up,confident,0.65484619140625,16384,"{10: 3696, 20: 11, 30: 227, 40: 298, 50: 10729, 60: 205, 80: 1218}",1
28.2591_77.1909.png,28.2591,77.1909,POINT (77.1909 28.2591),40,Cropland,confident,0.90325927734375,16384,"{10: 270, 20: 1, 30: 418, 40: 14799, 50: 395, 60: 311, 80: 190}",2
28.7591_76.9409.png,28.7591,76.9409,POINT (76.9409 28.7591),40,Cropland,confident,0.70343017578125,16384,"{10: 4172, 20: 78, 30: 137, 40: 11525, 50: 429, 60: 43}",2
28.3057_77.1146.png,28.3057,77.1146,POINT (77.1146 28.3057),40,Cropland,confident,0.844482421875,16384,"{10: 661, 20: 2, 30: 325, 40: 13836, 50: 1515, 60: 45}",2
28.5590_77.5821.png,28.559,77.5821,POINT (77.5821 28.559),40,Cropland,mixed,0.40057373046875,16384,"{10: 265, 20: 1, 30: 2704, 40: 6563, 50: 5978, 60: 873}",2
28.2855_77.3943.png,28.2855,77.3943,POINT (77.3943 28.2855),50,Built-up,confident,0.549072265625,16384,"{10: 3163, 20: 221, 30: 959, 40: 2878, 50: 8996, 60: 167}",1
28.7557_77.6443.png,28.7557,77.6443,POINT (77.6443 28.7557),40,Cropland,confident,0.9095458984375,16384,"{10: 249, 20: 25, 30: 309, 40: 14902, 50: 784, 60: 115}",2
28.9942_77.1909.png,28.9942,77.1909,POINT (77.1909 28.9942),40,Cropland,confident,0.815673828125,16384,"{10: 441, 20: 297, 30: 878, 40: 13364, 50: 818, 60: 581, 80: 5}",2
28.2591_76.9409.png,28.2591,76.9409,POINT (76.9409 28.2591),40,Cropland,confident,0.935546875,16384,"{10: 797, 30: 136, 40: 15328, 50: 119, 60: 4}",2
28.9942_77.4443.png,28.9942,77.4443,POINT (77.4443 28.9942),40,Cropland,confident,0.83990478515625,16384,"{10: 278, 20: 106, 30: 685, 40: 13761, 50: 1540, 60: 14}",2
28.6766_77.2234.png,28.6766,77.2234,POINT (77.2234 28.6766),10,Tree_cover,confident,0.711669921875,16384,"{10: 11660, 20: 3263, 40: 62, 50: 1399}",6
28.8591_77.1443.png,28.8591,77.1443,POINT (77.1443 28.8591),40,Cropland,confident,0.6527099609375,16384,"{10: 1096, 20: 445, 30: 1146, 40: 10694, 50: 2908, 60: 95}",2
28.5678_77.2822.png,28.5678,77.2822,POINT (77.2822 28.5678),50,Built-up,confident,0.73919677734375,16384,"{10: 3234, 20: 4, 30: 552, 40: 121, 50: 12111, 60: 362}",1
28.6942_76.9443.png,28.6942,76.9443,POINT (76.9443 28.6942),40,Cropland,confident,0.61181640625,16384,"{10: 970, 20: 148, 30: 186, 40: 10024, 50: 4936, 60: 120}",2
28.9057_77.3646.png,28.9057,77.3646,POINT (77.3646 28.9057),40,Cropland,confident,0.94134521484375,16384,"{10: 14, 20: 112, 30: 267, 40: 15423, 50: 13, 60: 342, 80: 213}",2
28.3090_76.9822.png,28.309,76.9822,POINT (76.9822 28.309),10,Tree_cover,confident,0.53118896484375,16384,"{10: 8703, 30: 351, 40: 6545, 50: 784, 60: 1}",6
28.2442_77.0443.png,28.2442,77.0443,POINT (77.0443 28.2442),40,Cropland,confident,0.7724609375,16384,"{10: 1964, 30: 263, 40: 12656, 50: 1501}",2
28.3266_77.3646.png,28.3266,77.3646,POINT (77.3646 28.3266),50,Built-up,confident,0.8604736328125,16384,"{10: 565, 20: 10, 30: 739, 40: 956, 50: 14098, 60: 16}",1
28.6766_77.3409.png,28.6766,77.3409,POINT (77.3409 28.6766),10,Tree_cover,confident,0.54742431640625,16384,"{10: 8969, 20: 76, 30: 396, 40: 448, 50: 6422, 60: 49, 90: 24}",6
28.3178_77.5410.png,28.3178,77.541,POINT (77.541 28.3178),40,Cropland,confident,0.578125,16384,"{10: 1176, 20: 5, 30: 3737, 40: 9472, 50: 1914, 60: 66, 80: 14}",2
28.7591_77.3943.png,28.7591,77.3943,POINT (77.3943 28.7591),50,Built-up,confident,0.74072265625,16384,"{10: 2684, 20: 101, 30: 181, 40: 1221, 50: 12136, 60: 61}",1
28.3354_77.0322.png,28.3354,77.0322,POINT (77.0322 28.3354),40,Cropland,confident,0.5491943359375,16384,"{10: 2202, 20: 7, 30: 562, 40: 8998, 50: 3720, 60: 117, 80: 778}",2
28.4590_77.1146.png,28.459,77.1146,POINT (77.1146 28.459),40,Cropland,confident,0.618896484375,16384,"{10: 2053, 20: 38, 30: 3590, 40: 10140, 50: 346, 60: 199, 80: 18}",2
28.3943_77.3910.png,28.3943,77.391,POINT (77.391 28.3943),30,Grassland,mixed,0.417236328125,16384,"{10: 608, 20: 121, 30: 6836, 40: 4035, 50: 3420, 60: 1364}",3
28.4354_77.6410.png,28.4354,77.641,POINT (77.641 28.4354),40,Cropland,confident,0.97210693359375,16384,"{10: 22, 20: 1, 30: 396, 40: 15927, 60: 38}",2
28.9442_77.3910.png,28.9442,77.391,POINT (77.391 28.9442),40,Cropland,confident,0.6077880859375,16384,"{10: 685, 20: 684, 30: 1615, 40: 9958, 50: 3361, 60: 81}",2
28.9854_77.2943.png,28.9854,77.2943,POINT (77.2943 28.9854),50,Built-up,mixed,0.46502685546875,16384,"{10: 706, 20: 273, 30: 155, 40: 7476, 50: 7619, 60: 86, 80: 69}",1
28.9942_77.1733.png,28.9942,77.1733,POINT (77.1733 28.9942),40,Cropland,confident,0.950439453125,16384,"{10: 89, 20: 598, 30: 50, 40: 15572, 50: 23, 60: 49, 80: 3}",2
28.6267_77.4646.png,28.6267,77.4646,POINT (77.4646 28.6267),50,Built-up,mixed,0.32904052734375,16384,"{10: 4222, 20: 4832, 30: 237, 40: 1556, 50: 5391, 60: 146}",1
28.2557_77.2646.png,28.2557,77.2646,POINT (77.2646 28.2557),40,Cropland,confident,0.7869873046875,16384,"{10: 1509, 20: 2, 30: 639, 40: 12894, 50: 1010, 60: 328, 80: 2}",2
28.4556_76.9734.png,28.4556,76.9734,POINT (76.9734 28.4556),40,Cropland,confident,0.935302734375,16384,"{10: 200, 30: 257, 40: 15324, 50: 601, 60: 2}",2
28.3556_76.8822.png,28.3556,76.8822,POINT (76.8822 28.3556),40,Cropland,confident,0.73797607421875,16384,"{10: 1332, 20: 20, 30: 965, 40: 12091, 50: 1927, 60: 49}",2
28.8591_77.2234.png,28.8591,77.2234,POINT (77.2234 28.8591),50,Built-up,mixed,0.49566650390625,16384,"{10: 955, 20: 223, 30: 1045, 40: 5981, 50: 8121, 60: 59}",1
28.4678_77.4057.png,28.4678,77.4057,POINT (77.4057 28.4678),40,Cropland,confident,0.75213623046875,16384,"{10: 201, 20: 70, 30: 3620, 40: 12323, 50: 147, 60: 23}",2
